ID,YEAR,TRANS,SITE,TREAT,PLOT,GROUP,YST,WATER,TREE,VEG,Agrocani,Andropoli,Betunana,Betupube,Calastri,Carecane,Carechor,Caredioi,Careechi,Carelasi,Carelimo,Carelivi,Caremage,Carepauc,Carerost,Cirspalu,Drosera,Dryocart,Empenigr,Erioangu,Eriovagi,Hammpalu,Ledupalu,Lycoannu,Melaprat,Menytrif,Piceabie,Pinusylv,Potepalu,Rubucham,Salix spp,Schepalu,Triccesp,Trieeuro,Utriinte,Vaccmyrt,Vaccoxyc2,Vacculig,Vaccviti,Violpalu,Spharecu,Sphabalti,Sphacapi,Sphacusp,Sphafusc,Sphamage,Sphamaju,Sphaobtu,Sphapapi,Sphapulc,Spharube,Spharuss,Sphasubf,Sphasubn,Sphasubs,Sphatene,Sphatere,Sphawarn,Sphasp,Aulapalu,Brachoedi,Bryumsp,Callstra,Cladonia spp,Dicranum spp,Hepatics 2,Limbinte,Limbrevo,Mylianom,Pleuschr,Pohlnuta,Polycomm,Polystri,Warnsdorfia sp,O_SEDGE,SEDGE,HERB,GRASS,D_SHRUB,E_SHRUB,Fs_MOSS,Br_MOSS,Ho_MOSS,La_MOSS,Hu_MOSS,D_SHRUB1,E_SHRUB1,TREE
mesd_17,2003,O2,mes,wldd,mesd_17,mes_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.75,,,,,,,,,,,,,,,,5.75,,,,,,1.3,,,0.025,,,,,,,,,0,0,0,0,0,0,0,1.325,0,23.5,0,0,0,0
mesd_18,2003,O2,mes,wldd,mesd_18,mes_l,3,-22.54545455,0,8.1,,,20,,,,,0.1,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,20,,,,27.5,,,,,,,,,,,,,,,,25.025,,,,,,0.175,,,,,,,,,,,,0,3.1,0,0,20,25,0,0.175,0,52.525,0,20,25,0
mesd_19,2003,O2,mes,wldd,mesd_19,mes_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.5,,,,,,,,,,,,,,,,16.75,0.75,,0.15,,,1.775,,,2.275,,,,,,,,,0,0,0,0,0,0,0.15,4.05,0,24,0,0,0,0
mesd_20,2003,O2,mes,wldd,mesd_20,mes_ho,3,-22.54545455,0,12.1,,3,6,,,,,,,3,,,,,1,,,,5,,0.1,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,0.025,,,,,0.625,,,,0.05,,,,,,,,,0.1,4,0,0,6,26,0.625,0.05,0,0.025,0,6,26,0
mesd_21,2003,P1,mes,wldd,mesd_21,oli_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.25,,,,,0.25,,,,,,,,,,,,,,2.25,,,1,,,,,,,,,,,,0,0,0,0,0,0,2.25,1,0,8.5,0,0,0,0
mesd_22,2003,P1,mes,wldd,mesd_22,mes_ho,3,-22.54545455,0,20,,3,,,,,,,,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,0.375,,,,,,,,,,,,,93.25,2.5,,,,,,,,,,,,,,,,,,,,0,17,0,0,0,10,0,0,95.75,0.375,0,0,10,0
mesd_23,2003,P1,mes,wldd,mesd_23,oli_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,65,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,84.5,0,0,0,0
mesd_24,2003,P1,mes,wldd,mesd_24,mes_l,3,-22.54545455,5,15.2,,5,15,2,,,,0.1,,10,,,,0.1,,,,,,,,,,,,,,3,,,,,,,,,30,,,,0.225,,,,,,,,,,,,,,0.025,,0.575,,,,,,0.575,,,0.175,,,,,,,,,0,10.2,0,0,17,38,0,0.75,0.025,0.8,0,15,35,5
mesd_25,2003,P1,mes,wldd,mesd_25,mes_ho,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.175,,,,,,,,,,,,,,,,0.425,,,,,,3.75,,,0.375,,,,,,,,,0,0,0,0,0,0,0,4.125,0,0.6,0,0,0,0
mesd_26,2003,P2,mes,wldd,mesd_26,mes_l,3,-22.54545455,1,75,,,5,,,,,,,10,,,,,,,,,,,,,,,,,,1,15,,,,,,,,15,,,50,39.75,,,,,,,,,,,,,,0.125,,50.25,,,,,,0.25,,,,,,,,,,,,0,10,65,0,5,16,0,0.25,0.125,90,0,5,15,1
mesd_27,2003,P2,mes,wldd,mesd_27,mes_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,23,,,,,,,,,,,,,,,,8,,,,,,0.875,,,0.125,,,,,,,,,0,0,0,0,0,0,0,1,0,31,0,0,0,0
mesd_28,2003,P2,mes,wldd,mesd_28,mes_l,3,-22.54545455,0,46.4,,,15,,,,0.5,0.3,,4,,,,0.5,1,,,,40,,0.1,,,,,,,,,,,,,,,,10,,,,0.625,,,,,,,,,,,,,,,,0.65,92.75,,,,,0.15,,,,,,,,,,,,0.1,6.3,0,0,15,50,0,0.15,0,94.025,0,15,50,0
mesd_29,2003,P2,mes,wldd,mesd_29,min_hl,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,26.5,,,,,,,,,,,,,,,,0.05,7.5,,9.25,,,1.75,,,,,,,,,,,,0,0,0,0,0,0,9.25,1.75,0,34.05,0,0,0,0
mesd_30,2003,P2,mes,wldd,mesd_30,min_hl,3,-22.54545455,25,9.1,,,25,,7,,,,,2,,,,,,,1,,,,0.1,,,,,,,,,,25,,,,,,30,,,,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,1,7,50,30,0,0,0,62.25,0,50,30,0
mesd_31,2003,Q1,mes,wldd,mesd_31,oli_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,23,,,,,,,,41.25,,,,,,,,12.5,,,2,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,76.75,0,0,0,0
mesd_32,2003,Q1,mes,wldd,mesd_32,oli_l,3,-22.54545455,0,20,,,20,,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,8,10.375,,,,,,,,37.5,,,,,,,,,,,,,,1.25,,,,,,,,,,,,0,12,8,0,20,17,0,1.25,0,47.875,0,20,17,0
mesd_33,2003,Q1,mes,wldd,mesd_33,oli_l,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.75,,,,,,,,18.5,,,,,,,,,,,1,,0.05,0.4,,,,,,,,,,,,0,0,0,0,0,0,1.05,0.4,0,27.25,0,0,0,0
mesd_34,2003,Q1,mes,wldd,mesd_34,oli_l,3,-22.54545455,3,12,,1,20,,,,,,,10,,,,,,,,,,,1,,,,,,,3,,,,,,,,,40,,,,1.5,,,,,,,,,,,,,,,,,,,46.25,,0.125,,,,,,,,,,,,,1,10,0,0,20,44,46.375,0,0,1.5,0,20,41,3
mesd_35,2003,Q1,mes,wldd,mesd_35,mes_ho,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,0.025,,,0.025,0.775,,,1.575,,,,,,,,,0,0,0,0,0,0,0.025,2.35,0.025,0,0,0,0,0
mesd_36,2003,Q2,mes,wldd,mesd_36,mes_l,3,-22.54545455,1,5,,1,,,,,,,,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,4,,,1,10.75,,,,,,,,,,,,,,,,0.125,,,,,,0.375,,,,,,,,,,,,0,3,1,0,0,6,0,0.375,0,10.875,0,0,5,1
mesd_37,2003,Q2,mes,wldd,mesd_37,min_hl,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,14.5,,,,,,,,,,,,,,,,,,,0.75,,,1.25,,,,,,,,,,,,0,0,0,0,0,0,0.75,1.25,0,14.5,0,0,0,0
mesd_38,2003,Q2,mes,wldd,mesd_38,mes_l,3,-22.54545455,4,35.1,,,7,4,3,,0.1,,,3,,,1,,1,,,,,,,,,,,,,,12,,,,,,,,25,,,15,53.5,,,,,,,,,,,,,,,,0.25,,,,,0.025,,,,,,,,,,,,,0,5.1,27,3,11,25,0.025,0,0,53.75,0,7,25,4
mesd_39,2003,Q2,mes,wldd,mesd_39,min_hl,3,-22.54545455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13.025,,,,,,,,,,,,,,,,,,,1.75,,,,,,0.625,,,,0.25,,,,,0,0,0,0,0,0,2,0.625,0,13.025,0,0,0,0
mesd_40,2003,Q2,mes,wldd,mesd_40,min_hl,3,-22.54545455,1,12,,,15,,2,,1,,,7,,,,,2,,,,,,,,,,,,,1,,,,,,,,,30,,,,9.75,,,,,,,,,,,,,,,,,,,13,,,0.8,,,,,,,0.75,,,,,0,10,0,2,15,31,13.75,0.8,0,9.75,0,15,30,1
olic_01,2003,A1,oli,ctr,olic_1,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15,,,,,78.25,,,1.75,,,,,,,,,,,1.5,,,0.625,,,,,,,,,,,,0,0,0,0,0,0,1.5,0.625,0,95,0,0,0,0
olic_02,2003,A1,oli,ctr,olic_2,oli_l,0,-26.55555556,0,6.5,,5,5,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,2,,,,77.5,,,,,,,,,,,,,6.25,,,,,,,,,0.025,,,,,,,,,,,,0,1.5,0,0,5,7,0,0.025,6.25,77.5,0,5,7,0
olic_03,2003,A1,oli,ctr,olic_3,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,78.25,,,,,,,,17,,,,,,,,,,,0.625,,,,,,,,,,,,,,,0,0,0,0,0,0,0.625,0,0,95.25,0,0,0,0
olic_04,2003,A1,oli,ctr,olic_4,oli_l,0,-26.55555556,0,45,,25,10,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,6.25,,,,,90.75,,,1,,,,,,,,,,,,,,0.025,,,,,,,,,,,,0,20,0,0,10,45,0,0.025,0,98,0,10,45,0
olic_05,2003,A1,oli,ctr,olic_5,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.5,,,,,1.75,,,74.5,,,,,,,,,,,,,,2.75,,,0.25,,,,,,,,,0,0,0,0,0,0,0,3,0,86.75,0,0,0,0
olic_06,2003,A2,oli,ctr,olic_6,oli_l,0,-26.55555556,0,60,,25,2,,,,,,,25,,,,5,,,,,,,5,,,,,,,,,,,,,,,,15.5,,,,20.5,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,5,30,0,0,2,40.5,7.5,0,0,95.5,0,2,40.5,0
olic_07,2003,A2,oli,ctr,olic_7,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.75,,,,,10.5,,,1.25,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0,0,0,0,0,0,0.25,0,0,28.5,0,0,0,0
olic_08,2003,A2,oli,ctr,olic_8,oli_l,0,-26.55555556,0,33.5,,7,30,,,,,,,3,,,,1,2,,,,15,,0.5,,,,,,,,,,,,,,,,25,5,,,17.5,,,,,,,,78,,,,,,,,,,,,,,0.625,,,,,,,,,,,,0.5,6,0,0,35,47,0,0.625,0,95.5,0,35,47,0
olic_09,2003,A2,oli,ctr,olic_9,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.75,,,,,,,,70,,,,,,,,,,,0.25,,,1.75,,,0.25,,,,,,,,,0,0,0,0,0,0,0.25,2,0,86.75,0,0,0,0
olic_10,2003,A2,oli,ctr,olic_10,oli_l,0,-26.55555556,0,23.6,,20,20,,,,,,,3,,,,0.5,,,,,,,0.1,,,,,,,,,,,,,,,,20,,,,47.5,,,,,48.25,,,,,,,,,,,,,,2.5,,,0.625,,,,,,,,,,21.25,,0.1,3.5,0,0,20,40,23.75,0.625,0,95.75,0,20,40,0
olic_11,2003,A3,oli,ctr,olic_11,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,79,,,,,,,,4.25,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0,0,0,0,0,0,0,0.05,0,83.25,0,0,0,0
olic_12,2003,A3,oli,ctr,olic_12,oli_l,0,-26.55555556,0,9.5,,4,25,,,,,,,5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,8,,,,27,,,,,13.25,,,46.75,,,,,,,,,,,1.25,,,0.3,,,1,,,,,,,,,0.5,5,0,0,25,12,1.25,1.3,0,87,0,25,12,0
olic_13,2003,A3,oli,ctr,olic_13,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,61.25,,,,,17.5,,,6.5,,,,,,,,,,,0.25,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,0.25,0.025,0,85.25,0,0,0,0
olic_14,2003,A3,oli,ctr,olic_14,oli_l,0,-26.55555556,0,21.1,,12,12,,,,,,,4,,,,0.1,4,,,,,,1,,,,,,,,,,,,,,,,12,,,,23,,,,,2.75,,,65.5,,,,,,,,,,,,,,0.175,,,,,,,,,,,,1,8.1,0,0,12,24,0,0.175,0,91.25,0,12,24,0
olic_15,2003,A3,oli,ctr,olic_15,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,14.75,,,,,69,,,14.25,,,,,,,,,,,0.75,,,0.075,,,,,,,,,,,,0,0,0,0,0,0,0.75,0.075,0,98,0,0,0,0
olic_16,2003,A4,oli,ctr,olic_16,oli_l,0,-26.55555556,0,27.1,,20,15,,,,,,,3,,,,,4,,,,,,0.1,,,,,,,,,,,,,,,,10,,,,19,,,,,0.25,,,78.5,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,0.1,7,0,0,15,30,0,0.0025,0,97.75,0,15,30,0
olic_17,2003,A4,oli,ctr,olic_17,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.75,,,,,4,,,71.75,,,,,,,,,,,,,,,,,4,,,,,,,,,0,0,0,0,0,0,0,4,0,86.5,0,0,0,0
olic_18,2003,A4,oli,ctr,olic_18,oli_l,0,-26.55555556,0,12,,8,12,,,,,,,3,,,,,,,,,,,1,,,,,,,0.5,,,,,,,,,8,,,,29.75,,,,,,,,67.75,,,,,,,,,,,,,,0.025,,,,,,,,,,,,1,3,0,0,12,16.5,0,0.025,0,97.5,0,12,16,0.5
olic_19,2003,A4,oli,ctr,olic_19,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11.75,,,,,,,,78.75,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0
olic_20,2003,A4,oli,ctr,olic_20,oli_l,0,-26.55555556,0,28.5,,8,,,,,,,na,20,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,3,,,,23.75,,,,,,,,72.25,,,,,,,,,,,,,,0.025,,,0.75,,,,,,,,,0.5,20,0,0,0,11,0,0.775,0,96,0,0,11,0
olic_21,2003,B1,oli,ctr,olic_21,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.25,,,,,74.25,,,,,,,,0.5,,,,,,0.125,,,,,,,,,,,,,,,0,0,0,0,0,0,0.125,0,0.5,95.5,0,0,0,0
olic_22,2003,B1,oli,ctr,olic_22,oli_l,0,-26.55555556,0,8.1,,5,3,,,,,,,3,,,,,,,0.01,,,,0.1,,,,,,,,,,,,,,,,5,,,,43,,,,,,,,53.75,,,,,0.5,,,,,,,,,0.025,,,,,,,,,,,,0.1,3,0.01,0,3,10,0,0.025,0.5,96.75,0,3,10,0
olic_23,2003,B1,oli,ctr,olic_23,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9,,,,,,,,88.25,,,,,0.5,,,,,,1,,,0.375,,,0.25,,,,,,,,,0,0,0,0,0,0,1,0.625,0.5,97.25,0,0,0,0
olic_24,2003,B1,oli,ctr,olic_24,oli_l,0,-26.55555556,0,35.5,,25,7,,,,0.5,,,3,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,40.25,,,,,,,,,,,0.025,,,0.075,,,,,,,,,,,,0,10.5,0,0,7,25,0.025,0.075,0,94.25,0,7,25,0
olic_25,2003,B1,oli,ctr,olic_25,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,52,,,,,22.75,,,21.5,,,,,,,,,,,1.25,,,0.325,,,,,,,,,,1.75,,0,0,0,0,0,0,3,0.325,0,96.25,0,0,0,0
olic_26,2003,B2,oli,ctr,olic_26,oli_l,0,-26.55555556,0,19,,14,14,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,57,,,,,,,,30,,,,,7.25,,,,,,,,,0.75,,,,,,,,,,,,0,5,0,0,14,18,0,0.75,7.25,87,0,14,18,0
olic_27,2003,B2,oli,ctr,olic_27,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,18.75,,,,,2.75,,,,,,63.5,,,,,,,,0.275,,,,,,,,,,,,,1.025,,0,0,0,0,0,0,1.3,0,0,85,0,0,0,0
olic_28,2003,B2,oli,ctr,olic_28,oli_l,0,-26.55555556,0,17.5,,10,25,,,,0.5,,,4,,,,1,2,,,,,,,,,,,,,,,,,,,,,,15,,,,16.75,,,,,4,,,40.75,,,33,,,,,,,,,,,0.1,,,,,,,,,,,,0,7.5,0,0,25,25,0,0.1,0,94.5,0,25,25,0
olic_29,2003,B2,oli,ctr,olic_29,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,49.25,,,,,1,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,94.75,0,0,0,0
olic_30,2003,B2,oli,ctr,olic_30,oli_l,0,-26.55555556,0,19.6,,15,20,,,,,,,2,,,,0.1,2,,,,,,0.5,,,,,,,,,,,,,,,,5,,,,15,,,,,57.5,,,,,,,,,,,,,,1.75,,,0.05,,,,,,,,,,,,0.5,4.1,0,0,20,20,1.75,0.05,0,72.5,0,20,20,0
olic_31,2003,B3,oli,ctr,olic_31,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80.25,,,,,15,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,95.5,0,0,0,0
olic_32,2003,B3,oli,ctr,olic_32,min_hl,0,-26.55555556,0,26,,20,15,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,35.75,,,,,0.25,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,1,5,0,0,15,30,11.75,0,0,36,0,15,30,0
olic_33,2003,B3,oli,ctr,olic_33,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,94.75,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0
olic_34,2003,B3,oli,ctr,olic_34,oli_l,0,-26.55555556,0,40,,20,15,,,,,,,15,,,,,,,,,,,5,,,,,,,,,,,,,,,,7,,,,9,,,,,,,,89.25,,,,,,,,,,,,,,0.025,,,,,,,,,,,,5,15,0,0,15,27,0,0.025,0,98.25,0,15,27,0
olic_35,2003,B3,oli,ctr,olic_35,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,35.25,,,,,0.25,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,98,0,0,0,0
olic_36,2003,B4,oli,ctr,olic_36,oli_l,0,-26.55555556,0,25.5,,20,12,,,,,,,5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,50.25,,,,,,,,45.5,,,,,,,,,,,0.025,,,0.0275,,,,,,,,,,,,0.5,5,0,0,12,20,0.025,0.0275,0,95.75,0,12,20,0
olic_37,2003,B4,oli,ctr,olic_37,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.75,,,,,,,,94.25,,,,,,,,,,,,,,,,,0.175,,,,,,,,,0,0,0,0,0,0,0,0.175,0,97,0,0,0,0
olic_38,2003,B4,oli,ctr,olic_38,oli_l,0,-26.55555556,0,12.1,,1,17,,,,,,,10,,,,,0.1,,,,,,1,,,,,,,,,,,,,,,,,,,,25,,,,,3,,,68.75,,,,,,,,,,,,,,0.05,,,0.025,,,,,,,,,1,10.1,0,0,17,1,0,0.075,0,96.75,0,17,1,0
olic_39,2003,B4,oli,ctr,olic_39,oli_l,0,-26.55555556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,36.5,,,,,3.5,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,98.5,0,0,0,0
olic_40,2003,B4,oli,ctr,olic_40,min_hl,0,-26.55555556,0,19.1,,15,20,,,,,,,3,,,,,1,,,,,,0.1,,,,,,,,,,,,,,,,5,,,,93,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,0,0,20,20,0,0,0,98.25,0,20,20,0
olid_01,2003,C1,oli,wldd,olid_1,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,41.25,,,,,22,,,19.25,,,,,,,,,,,1.5,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,1.5,0.025,0,82.5,0,0,0,0
olid_02,2003,C1,oli,wldd,olid_2,oli_l,2,-36.5,0,17,,2,2,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,25.25,,,,,7,,,2.5,,,,,,,,,,,8,,,0.275,,,,,,,,,,,,0,15,0,0,2,7,8,0.275,0,34.75,0,2,7,0
olid_03,2003,C1,oli,wldd,olid_3,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.75,,,,,2.25,,,1.5,,,,,,,,,,,2.25,,,0.55,,,,,,,,,,,,0,0,0,0,0,0,2.25,0.55,0,12.5,0,0,0,0
olid_04,2003,C1,oli,wldd,olid_4,oli_l,2,-36.5,0,35,,25,25,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,43,,,,,15.5,,,8.5,,,,,,,,,,,0.5,,,0.075,,,,,,,,,,,,0,10,0,0,25,50,0.5,0.075,0,67,0,25,50,0
olid_05,2003,C1,oli,wldd,olid_5,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.75,,,,,0.5,,,1.75,,,,,,,,,,,0.75,,,0.25,,,,,,,,,,,,0,0,0,0,0,0,0.75,0.25,0,20,0,0,0,0
olid_06,2003,C2,oli,wldd,olid_6,oli_l,2,-36.5,0,16.5,,10,20,,,,,,,2,,,0.5,1,,,,,,,3,,,,,,,,,,,,,,,,12,,,,38.5,,,,,0.25,,,0.25,,,,,,,,,,,0.25,,,0.025,,,,,,,,,,,,3,3.5,0,0,20,22,0.25,0.025,0,39,0,20,22,0
olid_07,2003,C2,oli,wldd,olid_7,oli_l,2,-36.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,31.75,,,,,2.75,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,37.75,0,0,0,0
olid_08,2003,C2,oli,wldd,olid_8,oli_l,2,-36.5,0,15,,8,15,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,,,10,,,,5.5,,,,,1.5,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,15,18,0,0,0,18.75,0,15,18,0
